Provenance,Uniformity,Dataset Charaterstics,Metadata coupling,% of non duplicated rows,% of non missing cells,Unskewness,Number of Categorical Columns wrt all cols,Uncoorelation,DataQuality,MetricDataQuality,CalculatedDataQuality,ErrorPercentage,ComparisionFactor Threshold=5,ComparisionFactor Threshold=4,ComparisionFactor Threshold=3
69.39384376,94.72216972,93.86564209,66.83162648,99.95623306,36.29740255,72.63878441,19.24333863,99.82826286,96.43016444,75.01957592,92.75079858,17.73122267,17.73122267,17.73122267,17.73122267
85.62450018,96.5144606,94.39546128,51.0499219,85.39346191,99.23922221,99.28909255,29.28022563,96.40146455,97.97383426,85.7899276,95.22521497,9.435287371,9.435287371,9.435287371,9.435287371
49.07335417,99.59520032,99.9279856,75.19291756,99.57955496,99.37891585,96.62047915,16.81667315,99.09075375,98.01275745,85.39661769,96.32068012,10.92406243,10.92406243,10.92406243,10.92406243
78.84187793,96.69477739,92.02997297,78.04920306,99.24930648,86.7467136,99.47211812,0.270438521,90.45683456,99.61619448,87.95295623,96.72715734,8.774201109,8.774201109,8.774201109,8.774201109
76.3944403,99.13106348,99.68126226,77.6457938,99.28960553,49.69885767,99.16253737,24.27232255,88.19560026,97.76943576,80.83906558,94.04153484,13.20246926,13.20246926,13.20246926,13.20246926
97.68694041,95.24583851,94.40497227,57.62755894,99.67375838,42.17705862,99.76891117,16.26978811,97.39899292,96.93350916,82.2993517,93.70663119,11.40727949,11.40727949,11.40727949,11.40727949
95.68465679,99.59308436,88.8322226,97.69848471,33.9067253,93.99161508,98.26481997,15.08696001,99.12050618,97.18112974,83.96854979,96.33777052,12.36922073,12.36922073,12.36922073,12.36922073
95.92834468,99.80466588,96.01424054,6.552817053,65.52165009,90.58952227,99.97897252,19.88158003,78.96189264,93.37041603,72.69446901,92.47336267,19.77889366,19.77889366,19.77889366,19.77889366
99.26481963,97.48906,96.89796215,64.78317738,74.67177749,96.48629257,99.596328,0.230685723,88.02373884,99.08131842,86.32269381,96.39611945,10.07342564,10.07342564,10.07342564,10.07342564
63.71195539,98.96547836,98.85801725,51.37970258,99.79843094,90.51367073,93.87846476,19.3794163,92.87882923,97.81386082,81.80543556,94.88031768,13.07488211,13.07488211,13.07488211,13.07488211
84.11550925,97.86755529,95.27947388,66.79840904,99.56064608,66.11549603,94.61216444,0.396623224,95.21118411,98.93743608,84.18002816,95.38579911,11.20577095,11.20577095,11.20577095,11.20577095
98.44398482,97.5758268,86.65840065,25.67476956,25.66656749,31.03309792,46.0350486,5.326806453,63.83487862,89.47372866,49.83784785,88.50063216,38.66278431,38.66278431,38.66278431,38.66278431
70.7403795,96.33062529,90.37131941,30.16628191,88.57999312,99.26772042,81.57181417,20.46323343,65.85838666,96.17074343,73.25035896,93.31184073,20.06148177,20.06148177,20.06148177,20.06148177
83.47380214,93.72454005,89.09531175,70.2990077,94.09961964,99.54890211,99.6740702,31.66125098,66.08386021,98.31514339,84.73679657,95.38858296,10.65178639,10.65178639,10.65178639,10.65178639
99.74885168,96.3564001,97.13964278,54.63972743,26.40827552,99.41100873,86.92161794,15.91996681,99.51886131,95.3467379,76.70449398,94.45251194,17.74801796,17.74801796,17.74801796,17.74801796
82.89580071,97.37620493,98.24460655,87.23228237,83.71612195,70.54376494,88.99805454,9.337463227,99.17208146,99.41695448,84.835607,95.78578418,10.95017717,10.95017717,10.95017717,10.95017717
88.49155069,99.25997299,98.03007552,94.49960361,64.06566369,86.77199355,71.63086535,2.538260906,76.46342988,98.99966369,80.16759323,95.894016,15.72642277,15.72642277,15.72642277,15.72642277
76.41198737,97.82491225,97.23990009,80.81761203,62.09041128,99.85906636,99.80057733,9.403523588,99.02351828,98.83872498,84.43296986,96.44449511,12.01152525,12.01152525,12.01152525,12.01152525
94.62388318,98.03727176,97.43513912,72.87943296,99.1940494,83.98846302,50.71831156,6.559399916,99.50025322,98.27195837,86.49748995,95.97360984,9.476119891,9.476119891,9.476119891,9.476119891
99.06603978,99.36826375,93.52092499,29.28340781,99.04674272,70.67584173,80.97288837,37.73399385,99.29203516,95.40954944,81.63747896,93.03283467,11.39535571,11.39535571,11.39535571,11.39535571
98.45967476,96.10346077,95.46378772,69.84496408,97.52336763,31.86492141,79.66697925,6.680143119,99.9477883,96.69067968,80.49080499,93.72523778,13.2344328,13.2344328,13.2344328,13.2344328
95.59604213,93.87509012,91.64688663,71.83065055,72.18749225,89.27262046,92.60294338,0.305768765,72.08463813,99.29976705,81.41983648,95.64309119,14.2232547,14.2232547,14.2232547,14.2232547
71.697244,97.54438126,91.39881715,57.97290983,99.731577,47.26545623,35.72411401,18.12715533,97.96073576,95.02136349,71.94221293,92.37044058,20.42822765,20.42822765,20.42822765,20.42822765
97.56213132,99.48274575,98.31805294,62.02427553,99.16279735,99.19473063,88.22676889,11.82065359,72.40379775,98.77770031,87.07438932,96.10043423,9.026044917,9.026044917,9.026044917,9.026044917
75.20429938,97.48709236,97.90718087,54.91918731,85.63582263,49.92778633,95.23091579,18.1387276,97.4034338,97.28396775,75.7213696,93.03634718,17.31497758,17.31497758,17.31497758,17.31497758
84.23103884,98.12817696,88.78852776,97.02195532,84.36650096,61.33322071,84.29233933,34.08221235,83.83909298,98.32651085,82.03990398,94.54235495,12.50245097,12.50245097,12.50245097,12.50245097
88.02336475,95.00752117,94.66461711,87.11171054,99.84814032,75.55339395,82.32943377,15.89177845,52.52520403,98.45555272,81.00963029,95.05481797,14.04518768,14.04518768,14.04518768,14.04518768
94.15591636,96.03063304,90.091861,66.37601943,87.83721601,18.82446173,90.27404476,28.050377,99.19485458,94.85126713,76.01462175,92.05361819,16.03899644,16.03899644,16.03899644,16.03899644
66.4726287,98.88758586,94.97392523,86.83134904,99.80550885,99.68912342,88.61613458,0.676861936,72.62827007,99.1001339,85.040225,96.89878967,11.85856467,11.85856467,11.85856467,11.85856467
94.86801121,99.8275872,97.22035172,12.84568459,99.77139584,79.41062089,98.62383025,22.38774248,48.43575271,93.13637441,72.81151015,92.19448926,19.38297911,19.38297911,19.38297911,19.38297911
71.29546495,95.298644,90.57608771,72.92224818,54.16972154,81.23361959,99.88043853,28.6476526,99.70141454,97.71445153,77.69785391,94.2443191,16.54646519,16.54646519,16.54646519,16.54646519
53.64531499,98.64599326,99.93102964,91.19443615,60.20719469,58.89450186,53.01195493,22.14526181,99.0626002,96.1402074,69.65160502,93.18659273,23.53498771,23.53498771,23.53498771,23.53498771
74.35612245,99.455401,90.04458216,86.18140958,65.04742552,99.67208754,99.36686944,4.973174092,73.23917162,98.90317518,80.78776451,96.17511898,15.38735447,15.38735447,15.38735447,15.38735447
87.00422011,95.85838298,88.89709415,88.20460847,99.98239012,33.49214525,64.05508547,10.33666509,99.32512866,96.74390816,80.122056,94.01930912,13.89725313,13.89725313,13.89725313,13.89725313
86.45725065,99.96957694,96.13784181,139.2365367,90.73651616,99.25519762,99.69541489,30.10655994,90.08020834,98.32041682,99.19765295,99.0267117,0.170941253,#N/A,#N/A,#N/A
98.11186569,96.33779595,99.69898213,72.65840938,99.86519131,20.44873847,82.99667385,36.74155449,61.31304381,93.96130358,73.0997583,91.49883889,18.39908059,18.39908059,18.39908059,18.39908059
89.68971573,99.26702657,97.35177052,98.1593018,78.44571988,99.27992296,51.18713252,30.93772793,74.67337085,97.60322528,83.69933011,95.8216022,12.12227209,12.12227209,12.12227209,12.12227209
89.60468315,99.95683822,93.25050236,94.96515589,99.40696118,35.89172823,87.46790737,14.58422177,99.56926415,97.34644057,84.3798992,94.76042407,10.38052487,10.38052487,10.38052487,10.38052487
50.20376956,98.66924001,99.52062704,77.52680187,99.57416392,88.90561465,87.66012805,0.952083687,99.36447702,98.37541654,83.23762047,96.26854658,13.03092611,13.03092611,13.03092611,13.03092611
95.10421355,97.87503759,90.49080775,95.27452311,99.08503149,72.3714007,74.98418365,15.76627959,71.17475261,98.99195081,85.42110889,95.7357326,10.31462372,10.31462372,10.31462372,10.31462372
29.765825,98.5686112,99.46957195,54.56788806,83.02396654,1.586902531,99.06502157,29.65649707,99.58148617,88.61683546,58.99903899,89.35308485,30.35404586,30.35404586,30.35404586,30.35404586
95.67810294,97.2776195,95.76314782,68.8208101,99.29777977,90.76458646,85.74506208,34.29652247,77.67721894,98.50849804,87.08043015,95.30739864,8.226968493,8.226968493,8.226968493,8.226968493
73.71292351,99.91201416,95.42575809,68.59174197,63.03914528,90.9608596,99.91154155,20.22725542,99.34378145,98.33909333,80.86880227,95.12527271,14.25647044,14.25647044,14.25647044,14.25647044
87.04659654,99.96894589,98.73369714,26.05799555,62.868656,99.37750064,99.66220465,22.40132259,85.42504609,95.52264369,76.02144707,93.58369656,17.56224949,17.56224949,17.56224949,17.56224949
29.14456271,95.70660442,95.97741416,82.4189736,78.71527948,10.96044649,83.07038569,26.74259363,83.48890018,91.36608668,59.34947765,90.29587802,30.94640037,30.94640037,30.94640037,30.94640037
71.80489836,96.39004934,95.5242533,99.17870957,55.04780317,88.13035241,93.19858642,27.68699359,72.03576241,97.87952447,77.60217795,95.00542563,17.40324767,17.40324767,17.40324767,17.40324767
85.29911672,99.12098173,97.75979395,147.7368162,99.68105458,64.7331097,83.93075266,42.92629067,99.45928567,96.43404401,96.24196794,97.45811288,1.216144938,#N/A,#N/A,#N/A
92.27248247,96.64509906,89.96025894,72.23295546,57.95110694,54.46197273,81.25346598,0.21026502,71.87026831,98.23299591,70.91734702,93.31025705,22.39291003,22.39291003,22.39291003,22.39291003
95.29620755,97.80498758,94.22414205,34.05898269,63.91507705,58.3544791,93.13437914,12.33428669,58.28127971,95.65188095,66.5100843,91.57739908,25.06731478,25.06731478,25.06731478,25.06731478
99.04666798,98.17102358,96.65517669,32.5408233,91.55878966,13.48114701,99.5760648,7.652662671,71.50456182,92.11071179,67.72374056,90.65458255,22.93084198,22.93084198,22.93084198,22.93084198
34.17884395,94.57073262,96.98950971,77.49811156,99.74957684,27.41367101,99.46107901,23.081206,94.97012691,93.66168808,70.1645465,92.21742378,22.05287727,22.05287727,22.05287727,22.05287727
99.25933344,98.33148125,96.6192633,68.90575201,89.50532017,28.1316229,92.2914829,12.27241965,93.83531954,96.36868715,78.52315544,93.20139267,14.67823723,14.67823723,14.67823723,14.67823723
82.69821017,96.90275173,96.41512717,48.27464565,99.79826801,67.11530628,77.45007824,21.27047417,77.62103892,97.64276174,76.65786077,93.25089963,16.59303886,16.59303886,16.59303886,16.59303886
91.21296801,98.87539179,97.07659727,77.79475995,99.60755987,58.74750282,61.7613882,10.37852926,99.410114,98.19998748,83.45517749,94.92287689,11.4676994,11.4676994,11.4676994,11.4676994
80.29776043,96.49223351,96.81905961,97.28347268,99.59796363,59.95090359,99.37857959,20.59598063,88.50157947,98.7018101,86.37726499,95.5865587,9.209293714,9.209293714,9.209293714,9.209293714
91.46885455,99.23651086,96.2052929,95.29051546,77.57840402,48.41687445,99.64124271,25.95299674,31.2537156,95.10426861,71.95832702,93.01055167,21.05222465,21.05222465,21.05222465,21.05222465
84.64575964,98.03707709,93.44371344,94.57253969,38.37394369,48.17384871,72.33131471,12.94756311,99.30185049,96.1414033,71.86835892,93.45565865,21.58729974,21.58729974,21.58729974,21.58729974
80.49615779,97.34871632,96.8419996,99.9032291,67.76288025,49.58845306,74.70167733,28.20114552,64.28348857,97.05167379,72.10139708,93.12756126,21.02616417,21.02616417,21.02616417,21.02616417
92.86187653,98.17126174,90.85137317,42.45861727,73.32695313,66.98850858,99.62549271,17.51939572,99.94798461,97.2000478,78.58487435,93.54110534,14.95623099,14.95623099,14.95623099,14.95623099
39.26727436,98.27987505,94.82610249,46.2001848,81.67446028,34.06003886,88.72704419,19.7308957,99.75475783,93.71714763,63.77745112,90.91203994,27.13458881,27.13458881,27.13458881,27.13458881
38.43884509,99.36117776,91.7838683,44.91765194,99.40494971,99.97892116,65.88450376,0.930899851,88.06732109,95.73025119,73.75768796,94.52000657,20.76231862,20.76231862,20.76231862,20.76231862
42.41347978,97.23387211,94.21591597,77.31733402,62.95694783,42.25032838,95.83029727,0.425543958,58.79305126,95.70519558,60.19950345,91.91792953,31.71842607,31.71842607,31.71842607,31.71842607
59.56205206,97.91218241,96.94307456,92.44833783,91.56292177,72.55334744,69.0061108,28.63957017,99.80018785,97.94040443,81.23080076,94.92187525,13.69107449,13.69107449,13.69107449,13.69107449
61.61242059,98.65310839,97.78251453,27.40283225,99.95339928,56.93438411,99.36220712,0.46161306,99.26442774,95.08619433,73.65859068,92.95870551,19.30011483,19.30011483,19.30011483,19.30011483
77.76964323,98.70006683,97.42274687,79.32232807,80.61867161,48.26365726,58.94266534,7.492470974,89.92981271,97.82030938,73.61514459,93.49552101,19.88037642,19.88037642,19.88037642,19.88037642
43.54993448,98.99162258,96.69992494,59.93253237,60.83338714,75.80393787,99.08555842,20.9437479,97.76843668,96.3766895,70.39932666,93.22687727,22.82755062,22.82755062,22.82755062,22.82755062
70.57732641,94.05067675,96.79590946,47.56127063,99.67822548,74.562989,92.4085803,13.44341556,83.32010698,97.93263706,77.91524556,93.94057835,16.02533278,16.02533278,16.02533278,16.02533278
45.70779776,98.07961863,97.55341999,67.31473819,82.8547292,57.41783568,82.71403704,12.19808275,70.45709595,97.31116849,66.65449055,92.56544125,25.9109507,25.9109507,25.9109507,25.9109507
44.57502109,97.46388362,96.06438483,52.3048834,87.12908058,96.81716622,57.63150223,5.779955072,71.71122984,96.51668913,69.43345742,93.79754635,24.36408893,24.36408893,24.36408893,24.36408893
85.21913264,98.59079812,87.78619985,85.44996235,88.52962914,51.73125067,90.49970335,25.8936808,99.20889069,98.21573194,82.93882822,94.43129066,11.49246244,11.49246244,11.49246244,11.49246244
73.30752849,97.21748361,69.095737,53.85220979,79.39820163,76.68976429,99.90822301,18.88682601,99.74056004,97.92532364,79.27969289,94.14830814,14.86861524,14.86861524,14.86861524,14.86861524
98.37015878,99.13241829,98.23600364,66.72849355,73.20518917,9.347997277,90.87582576,15.64649209,99.56337903,93.7408101,72.4925228,91.75252471,19.26000192,19.26000192,19.26000192,19.26000192
97.90862636,99.09909577,94.78293724,46.15528978,71.8459766,99.41649263,96.65251396,14.97033133,77.63252019,97.73536257,81.17083161,94.88079408,13.70996247,13.70996247,13.70996247,13.70996247
99.02320145,99.03353788,98.23136155,93.0672162,92.77025133,15.71156636,99.74347381,34.3259243,99.84476482,94.69219402,82.54008981,93.29482228,10.75473247,10.75473247,10.75473247,10.75473247
59.66968343,99.04867569,95.22109298,60.7317124,77.14299783,71.5724516,99.31385664,10.67632186,99.16390233,98.01950457,76.3121949,94.1650248,17.85282991,17.85282991,17.85282991,17.85282991
69.6114143,94.61328322,98.82999495,66.16034814,77.95857036,69.91233272,99.30122338,19.28710451,95.64655502,98.44133535,78.3342124,94.17014031,15.83592791,15.83592791,15.83592791,15.83592791
55.29968975,98.00545975,86.26887414,78.43930087,98.76578708,35.96196942,84.01906653,15.93972192,99.0984503,96.37470514,74.73499812,93.17267214,18.43767402,18.43767402,18.43767402,18.43767402
91.42523436,98.2911647,98.07060622,87.96781128,99.96063057,28.30317637,99.66292115,12.23139341,80.44601639,96.594792,80.36821488,93.92551494,13.55730007,13.55730007,13.55730007,13.55730007
23.53396729,99.15895221,96.93255471,82.64622958,71.00884769,99.0079904,82.11697493,13.84925115,98.87446844,95.78536572,74.39899877,95.1859476,20.78694883,20.78694883,20.78694883,20.78694883
99.32678449,98.94554532,97.79632484,65.74730695,58.32951543,99.70143898,88.88853221,5.430874899,78.5722198,98.40316974,81.12255468,95.6188087,14.49625402,14.49625402,14.49625402,14.49625402
68.30956417,97.74132928,87.22419705,2.525907405,99.54294472,44.70431725,99.8643514,27.37606968,99.23134781,90.93688247,69.16234978,90.54226434,21.37991457,21.37991457,21.37991457,21.37991457
160.3445134,98.92518436,95.13967745,70.26717912,99.4548779,87.31311659,99.23737268,39.53086554,98.16409597,96.42111104,104.11981,97.13454499,6.985265032,6.985265032,6.985265032,6.985265032
89.53383477,98.69180166,93.8526467,87.68567983,89.63237643,50.45317729,96.1339495,9.098931411,99.47792717,98.56225661,84.65866883,95.21922046,10.56055164,10.56055164,10.56055164,10.56055164
68.26477662,99.6518078,97.3127682,54.14306827,70.42050478,92.36355769,77.21056496,16.19836519,99.17863076,97.9397242,77.03843674,94.4130097,17.37457296,17.37457296,17.37457296,17.37457296
76.58787443,97.29568993,90.09699875,77.31419766,99.82394635,93.31751543,99.24405777,43.34194911,99.57143154,98.22303848,90.42769359,95.87910536,5.451411761,5.451411761,5.451411761,5.451411761
88.68293764,98.15587517,96.84863513,99.53544339,97.23434736,85.86029238,99.58324307,0.716241744,99.22034604,99.8650014,94.09520559,97.99274748,3.897541898,#N/A,#N/A,3.897541898
88.67710441,97.90876745,94.69039116,54.13399906,99.86337818,63.51523255,87.51040325,12.14689073,99.12877152,98.14715954,82.80259976,94.43345529,11.63085552,11.63085552,11.63085552,11.63085552
87.79516987,99.39590272,98.59649274,68.59938551,42.60634995,64.58735571,70.60434024,25.36616089,79.93031863,96.80525352,68.74950177,92.46374225,23.71424047,23.71424047,23.71424047,23.71424047
89.80652252,97.53690124,96.32436477,99.53490409,99.79721058,91.10509453,64.52497162,20.90107644,77.87002763,98.8672311,88.5656733,96.61886832,8.053195025,8.053195025,8.053195025,8.053195025
94.79125764,95.23592378,98.74200321,62.50160052,97.48516174,86.66721685,71.56386032,19.46899645,99.02622253,98.66959951,87.15304208,95.5261762,8.373134114,8.373134114,8.373134114,8.373134114
69.39241494,96.72969497,94.71130073,27.11047696,56.37026281,18.00554749,99.22405349,8.190229596,91.86743648,91.50794307,58.57116847,89.58051085,31.00934238,31.00934238,31.00934238,31.00934238
79.97418439,99.88361352,92.86175929,66.37009539,99.21089203,84.47310051,88.70055913,36.78817513,86.85859253,98.30464393,84.51798097,94.7645211,10.24654012,10.24654012,10.24654012,10.24654012
38.69751784,95.27980788,92.00371907,77.98925788,72.97857615,99.69552078,96.72530745,2.779775198,73.44753896,97.38589204,74.02919224,95.28899516,21.25980292,21.25980292,21.25980292,21.25980292
97.66937727,98.02969965,93.22380546,52.54449747,48.44511176,99.12873943,99.59777219,17.8766613,90.39895321,97.08154,79.95414138,94.79172119,14.83757981,14.83757981,14.83757981,14.83757981
94.33607232,95.25727113,97.27804454,68.97597668,84.61197147,0.301133354,94.03341946,29.73874685,89.85495849,92.42135789,71.41830456,90.94963499,19.53133043,19.53133043,19.53133043,19.53133043
